tick,z,x,y,speed,yvel,xvel,side_push,fuel,oxy,on_ground,jumping,on_ice,on_sticky,over_hole,tile,end_state,expl,end_frames,ap_delta,ap_light,edge_dist,fly,sfx
78,428853,28668,14737,7020,462,-29,0,29330,29688,0,1,0,0,0,5,0,0,0,1170,1,32767,0,0
79,435948,28178,15084,7095,347,-29,0,29309,29684,0,1,0,0,0,5,0,0,0,1170,1,32767,0,0
80,443118,27684,15316,7170,232,-29,0,29288,29680,0,1,0,0,0,5,0,0,0,1170,1,32767,0,0
81,450363,27186,15433,7245,117,-29,0,29266,29676,0,1,0,0,0,5,0,0,0,1170,1,32767,0,0
82,457683,26684,15435,7320,2,-29,0,29244,29672,0,1,0,0,0,5,0,0,0,1170,1,32767,0,0
83,465078,26177,15322,7395,-113,-29,0,29222,29668,0,1,0,0,0,5,0,0,0,1170,1,32767,0,0
84,472548,25666,15094,7470,-228,-29,0,29200,29664,0,1,0,0,0,5,0,0,0,1170,1,32767,0,0
85,480093,25151,14751,7545,-343,-29,0,29177,29660,0,1,0,0,0,5,0,0,0,1170,1,32767,0,0
86,487713,24632,14293,7620,-458,-29,0,29154,29656,0,1,0,0,0,5,0,0,0,1170,1,32767,0,0
87,495408,24108,13720,7695,-573,-29,0,29131,29652,0,1,0,0,0,5,0,0,0,1170,1,32767,0,0
88,503178,23580,13032,7770,-688,-29,0,29108,29648,0,1,0,0,0,5,0,0,0,1170,1,32767,0,0
89,511023,23048,12229,7845,-803,-29,0,29085,29644,0,1,0,0,1,0,0,0,0,1170,1,32767,0,0
90,518943,22512,11311,7920,-918,-29,0,29061,29640,0,1,0,0,1,0,0,0,0,1170,1,32767,0,0
91,526938,21971,10278,7995,-1033,-29,0,29037,29636,0,1,0,0,1,0,0,0,0,1170,1,32767,0,0
92,535008,21426,10240,6900,-1148,-29,0,29016,29632,1,0,0,0,0,7,0,0,0,0,0,32767,0,0
93,541983,20943,10699,6975,459,-29,0,28995,29628,0,0,0,0,0,7,0,0,0,0,0,32767,0,2
94,549033,20943,11043,7050,344,0,0,28974,29624,0,0,0,0,0,7,0,0,0,0,0,32767,0,0
95,556158,20943,11272,7125,229,0,0,28953,29620,0,0,0,0,0,7,0,0,0,0,0,32767,0,0
96,563358,20943,11386,7200,114,0,0,28932,29616,0,0,0,0,0,7,0,0,0,0,0,32767,0,0
97,570633,20443,11385,7275,-1,-29,0,28910,29612,0,0,0,0,0,7,0,0,0,0,0,32767,0,0
98,577983,19939,11269,7350,-116,-29,0,28888,29608,0,0,0,0,0,7,0,0,0,0,0,32767,0,0
99,585408,19840,11038,7274,-231,0,0,28866,29604,0,0,0,0,0,7,0,0,0,0,0,32767,0,0
100,592757,19336,10692,7349,-346,-29,0,28844,29600,0,0,0,0,0,7,0,0,0,0,0,32767,0,0
101,600181,18828,10240,7424,-461,-29,17,28822,29596,1,0,0,0,1,0,0,0,0,0,0,8,0,0
102,607680,18332,10355,7499,115,-29,17,28800,29592,0,0,0,0,1,0,0,0,0,0,0,8,0,2
103,615254,17832,10355,7574,0,-29,17,28777,29588,0,0,0,0,1,0,0,0,0,0,0,8,0,0
104,622903,18370,11392,7649,1037,29,17,28754,29584,0,1,0,0,0,5,0,0,0,0,0,8,0,0
105,630627,18912,12314,7724,922,29,17,28731,29580,0,1,0,0,1,0,0,0,0,0,0,8,0,0
106,638426,19459,13121,7799,807,29,17,28708,29576,0,1,0,0,1,0,0,0,0,0,0,8,0,0
107,646300,20010,13813,7874,692,29,17,28684,29572,0,1,0,0,1,0,0,0,0,0,0,8,0,0
108,654249,20565,14390,7949,577,29,17,28660,29568,0,1,0,0,1,0,0,0,0,0,0,8,0,0
109,662273,21124,14852,8024,462,29,17,28636,29564,0,1,0,0,1,0,0,0,0,0,0,8,0,0
110,670372,21688,15199,8099,347,29,17,28612,29560,0,1,0,0,1,0,0,0,0,0,0,8,0,0
111,678546,22256,15431,8174,232,29,17,28588,29556,0,1,0,0,1,0,0,0,0,0,0,8,0,0
112,686795,22828,15548,8249,117,29,17,28563,29552,0,1,0,0,1,0,0,0,0,0,0,8,0,0
113,695119,23404,15550,8324,2,29,17,28538,29548,0,1,0,0,1,0,0,0,0,0,0,8,0,0
114,703518,23985,15437,8399,-113,29,17,28513,29544,0,1,0,0,1,0,0,0,0,0,0,8,0,0
115,711992,24570,15209,8474,-228,29,17,28488,29540,0,1,0,0,0,5,0,0,0,0,0,8,0,0
116,720541,25159,14866,8549,-343,29,17,28462,29536,0,1,0,0,0,5,0,0,0,0,0,8,0,0
117,729165,25752,14408,8624,-458,29,17,28436,29532,0,1,0,0,0,5,0,0,0,0,0,8,0,0
118,737864,26350,13835,8699,-573,29,17,28410,29528,0,1,0,0,0,5,0,0,0,0,0,8,0,0
119,746638,26952,13147,8774,-688,29,17,28384,29524,0,1,0,0,0,5,0,0,0,0,0,8,0,0
120,755487,27558,12344,8849,-803,29,17,28357,29520,0,1,0,0,0,5,0,0,0,0,0,8,0,0
121,764411,28168,11426,8924,-918,29,17,28330,29516,0,1,0,0,0,5,0,0,0,0,0,8,0,0
122,773410,28783,10393,8999,-1033,29,17,28303,29512,0,1,0,0,0,5,0,0,0,0,0,8,0,0
123,782484,29402,10240,9074,-1148,29,0,28276,29508,1,0,0,0,0,5,0,0,0,0,0,32767,0,0
124,791633,30008,10699,9149,459,29,0,28249,29504,0,0,0,0,0,5,0,0,0,0,0,32767,0,2
125,800857,30618,11043,9224,344,29,0,28221,29500,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
126,810156,31233,11272,9299,229,29,0,28193,29496,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
127,819530,31233,11386,9374,114,0,0,28165,29492,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
128,828979,31233,11385,9449,-1,0,0,28137,29488,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
129,838503,31233,11269,9524,-116,0,0,28108,29484,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
130,848102,30601,11038,9599,-231,-29,0,28079,29480,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
131,857776,29965,10692,9674,-346,-29,0,28050,29476,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
132,867525,29325,10240,9749,-461,-29,0,28021,29472,1,0,0,0,0,5,0,0,0,0,0,32767,0,0
133,877349,29969,11277,9824,1037,29,0,27992,29468,0,1,0,0,0,5,0,0,0,0,0,32767,0,2
134,887248,30618,12199,9899,922,29,0,27962,29464,0,1,0,0,0,5,0,0,0,0,0,32767,0,0
135,897222,31271,13006,9974,807,29,0,27932,29460,0,1,0,0,0,5,0,0,0,0,0,32767,0,0
136,907196,31924,13698,9974,692,29,0,27902,29456,0,1,0,0,0,5,0,0,0,0,0,32767,0,0
137,917170,32577,14275,9974,577,29,0,27872,29452,0,1,0,0,0,5,0,0,0,0,0,32767,0,0
138,926147,33173,14737,8977,462,29,0,27845,29448,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
139,935199,33774,15084,9052,347,29,0,27818,29444,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
140,944326,34379,15316,9127,232,29,0,27791,29440,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
141,953528,34988,15433,9202,117,29,0,27763,29436,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
142,962805,35601,15435,9277,2,29,0,27735,29432,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
143,972157,36219,15322,9352,-113,29,0,27707,29428,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
144,981584,36841,15094,9427,-228,29,0,27679,29424,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
145,991086,37467,14751,9502,-343,29,0,27651,29420,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
146,1000663,38097,14293,9577,-458,29,0,27622,29416,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
147,1010315,38732,13720,9652,-573,29,0,27593,29412,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
148,1020042,39371,13032,9727,-688,29,0,27564,29408,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
149,1029844,40014,12229,9802,-803,29,0,27535,29404,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
150,1039721,40661,11311,9877,-918,29,0,27505,29400,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
151,1049673,41313,10278,9952,-1033,29,0,27475,29396,0,1,0,0,0,5,0,0,0,-997,1,32767,0,0
152,1059700,41969,10240,10922,-1148,29,17,27442,29392,1,0,0,0,0,5,0,0,0,0,0,12,0,0
153,1070622,42692,10699,10922,459,29,17,27409,29388,0,0,0,0,1,0,0,0,0,0,0,12,0,2
154,1081544,43415,11043,10922,344,29,17,27376,29384,0,0,0,0,1,0,0,0,0,0,0,12,0,0
155,1092466,44138,11272,10922,229,29,17,27343,29380,0,0,0,0,1,0,0,0,0,0,0,12,0,0
156,1103388,44861,11386,10922,114,29,17,27310,29376,0,0,0,0,1,0,0,0,0,0,0,12,0,0
157,1114310,45584,11385,10922,-1,29,17,27277,29372,0,0,0,0,1,0,0,0,0,0,0,12,0,0
158,1125232,46307,11269,10922,-116,29,17,27244,29368,0,0,0,0,1,0,0,0,0,0,0,12,0,0
159,1136154,47030,11038,10922,-231,29,17,27211,29364,0,0,0,0,1,0,0,0,0,0,0,12,0,0
160,1147076,47753,10692,10922,-346,29,17,27178,29360,0,0,0,0,1,0,0,0,0,0,0,12,0,0
161,1157998,47770,11729,10922,1037,0,17,27145,29356,0,1,0,0,0,5,0,0,0,0,0,12,0,0
162,1168920,47787,12651,10922,922,0,17,27112,29352,0,1,0,0,0,5,0,0,0,0,0,12,0,0
163,1179842,47804,13458,10922,807,0,17,27079,29348,0,1,0,0,0,5,0,0,0,0,0,12,0,0
164,1190764,47821,14150,10922,692,0,17,27046,29344,0,1,0,0,0,5,0,0,0,0,0,12,0,0
165,1201686,47838,14727,10922,577,0,17,27013,29340,0,1,0,0,0,5,0,0,0,0,0,12,0,0
166,1212608,47855,15189,10922,462,0,17,26980,29336,0,1,0,0,0,5,0,0,0,0,0,12,0,0
167,1223530,47872,15536,10922,347,0,17,26947,29332,0,1,0,0,0,5,0,0,0,0,0,12,0,0
168,1234452,47889,15768,10922,232,0,17,26914,29328,0,1,0,0,0,5,0,0,0,0,0,12,0,0
169,1245374,47906,15885,10922,117,0,17,26881,29324,0,1,0,0,0,5,0,0,0,0,0,12,0,0
170,1256296,47923,15887,10922,2,0,17,26848,29320,0,1,0,0,0,1029,0,0,0,0,0,12,0,0
171,1267218,47940,15774,10922,-113,0,17,26815,29316,0,1,0,0,0,1029,0,0,0,0,0,12,0,0
172,1278140,47957,15546,10922,-228,0,17,26782,29312,0,1,0,0,0,1029,0,0,0,0,0,12,0,0
173,1289062,47974,15360,10922,-343,0,0,26749,29308,1,0,0,0,0,1029,0,0,0,0,0,32767,0,0
174,1299984,47268,15416,10922,56,-29,0,26716,29304,0,0,0,0,0,1029,0,0,0,0,0,32767,0,2
175,1310906,47974,15357,10922,-59,29,0,26683,29300,0,0,0,0,0,7,0,0,0,0,0,32767,0,0
176,1321828,48680,15183,10922,-174,29,0,26650,29296,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
177,1332750,49386,14894,10922,-289,29,0,26617,29292,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
178,1343672,49386,14490,10922,-404,0,0,26584,29288,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
179,1354594,49386,13971,10922,-519,0,0,26551,29284,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
180,1365516,49386,13337,10922,-634,0,0,26518,29280,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
181,1376438,49386,12588,10922,-749,0,0,26485,29276,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
182,1387360,49386,11724,10922,-864,0,0,26452,29272,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
183,1398282,49386,10745,10922,-979,0,0,26419,29268,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
184,1409204,49386,10240,10922,-1094,0,0,26386,29264,1,0,0,0,0,5,0,0,0,0,0,32767,0,0
185,1420126,49386,10672,10922,432,0,0,26353,29260,0,0,0,0,0,5,0,0,0,0,0,32767,0,2
186,1431048,49386,10989,10922,317,0,0,26320,29256,0,0,0,0,0,5,0,0,0,0,0,32767,0,0
187,1441970,49386,12026,10922,1037,0,0,26287,29252,0,1,0,0,0,5,0,0,0,0,0,32767,0,0
188,1452892,49386,12948,10922,922,0,0,26254,29248,0,1,0,0,1,0,0,0,0,0,0,32767,0,0
189,1463814,49386,13755,10922,807,0,0,26221,29244,0,1,0,0,1,0,0,0,0,0,0,32767,0,0
190,1474736,49386,14447,10922,692,0,0,26188,29240,0,1,0,0,1,0,0,0,0,0,0,32767,0,0
191,1485658,49386,15024,10922,577,0,0,26155,29236,0,1,0,0,1,0,0,0,0,0,0,32767,0,0
192,1496580,49386,15486,10922,462,0,0,26122,29232,0,1,0,0,1,0,0,0,0,0,0,32767,0,0
193,1507502,49386,15833,10922,347,0,0,26089,29228,0,1,0,0,1,0,0,0,0,0,0,32767,0,0
194,1518424,49386,16065,10922,232,0,0,26056,29224,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
195,1529346,49386,16182,10922,117,0,0,26023,29220,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
196,1540268,49386,16184,10922,2,0,0,25990,29216,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
197,1551190,49386,16071,10922,-113,0,0,25957,29212,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
198,1562112,49386,15843,10922,-228,0,0,25924,29208,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
199,1573034,49386,15500,10922,-343,0,0,25891,29204,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
200,1583956,49386,15042,10922,-458,0,0,25858,29200,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
201,1594878,49386,14469,10922,-573,0,0,25825,29196,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
202,1605800,49386,13781,10922,-688,0,0,25792,29192,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
203,1616722,49386,12978,10922,-803,0,0,25759,29188,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
204,1627644,49386,12060,10922,-918,0,0,25726,29184,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
205,1638566,49386,11027,10922,-1033,0,0,25693,29180,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
206,1649488,49386,10240,10922,-1148,0,0,25660,29176,1,0,0,0,0,7,0,0,0,0,0,32767,0,0
207,1660410,48680,10699,10922,459,-29,0,25627,29172,0,0,0,0,0,7,0,0,0,0,0,32767,0,2
208,1671332,48680,11736,10922,1037,0,0,25594,29168,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
209,1682254,48680,12658,10922,922,0,0,25561,29164,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
210,1693176,48680,13465,10922,807,0,0,25528,29160,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
211,1704098,48680,14157,10922,692,0,0,25495,29156,0,1,0,0,0,7,0,0,0,0,0,32767,0,0
212,1715020,48680,14734,10922,577,0,0,25462,29152,0,1,0,0,0,512,0,0,0,0,0,32767,0,0
213,1725942,48680,15196,10922,462,0,0,25429,29148,0,1,0,0,0,512,0,0,0,0,0,32767,0,0
214,1736864,48680,15543,10922,347,0,0,25396,29144,0,1,0,0,0,512,0,0,0,0,0,32767,0,0
215,1747786,48680,15775,10922,232,0,0,25363,29140,0,1,0,0,0,512,0,0,0,0,0,32767,0,0
216,1758708,48680,15892,10922,117,0,0,25330,29136,0,1,0,0,0,512,0,0,0,0,0,32767,0,0
217,1769630,48680,15894,10922,2,0,0,25297,29132,0,1,0,0,0,512,0,0,0,0,0,32767,0,0
218,1780552,48680,15781,10922,-113,0,0,25264,29128,0,1,0,0,0,512,0,0,0,0,0,32767,0,0
219,1791474,48680,15553,10922,-228,0,0,25231,29124,0,1,0,0,0,512,0,0,0,0,0,32767,0,0
220,1802396,48680,15210,10922,-343,0,0,25198,29120,0,1,0,0,0,512,0,0,0,0,0,32767,0,0
221,1813318,48680,14752,10922,-458,0,0,25165,29116,0,1,0,0,0,512,0,0,0,0,0,32767,0,0
222,1824240,48680,14179,10922,-573,0,0,25132,29112,0,1,0,0,0,512,0,0,0,0,0,32767,0,0
223,1835162,48680,13491,10922,-688,0,0,25099,29108,0,1,0,0,0,512,0,0,0,0,0,32767,0,0
224,1846084,48680,12800,10922,-803,0,0,25066,29104,1,0,0,0,0,512,0,0,0,0,0,32767,0,0
225,1857006,47974,13086,10922,286,-29,0,25033,29100,0,0,0,0,0,512,0,0,0,0,0,32767,0,2
226,1867928,47974,13257,10922,171,0,0,25000,29096,0,0,0,0,0,512,0,0,0,0,0,32767,0,0
227,1878850,47974,13313,10922,56,0,0,24967,29092,0,0,0,0,0,512,0,0,0,0,0,32767,0,0
228,1889772,47974,13254,10922,-59,0,0,24934,29088,0,0,0,0,0,512,0,0,0,0,0,32767,0,0
229,1900694,47974,13080,10922,-174,0,0,24901,29084,0,0,0,0,0,512,0,0,0,0,0,32767,0,0
230,1911616,47974,12791,10922,-289,0,0,24868,29080,0,0,0,0,1,0,0,0,0,0,0,32767,0,0
231,1922538,47974,12387,10922,-404,0,0,24835,29076,0,0,0,0,1,0,0,0,0,0,0,32767,0,0
232,1933460,47974,11868,10922,-519,0,0,24802,29072,0,0,0,0,1,0,0,0,0,0,0,32767,0,0
233,1944382,47974,11234,10922,-634,0,0,24769,29068,0,0,0,0,1,0,0,0,0,0,0,32767,0,0
234,1955304,47974,10485,10922,-749,0,0,24736,29064,0,0,0,0,1,0,0,0,0,0,0,32767,0,0
235,1966226,47974,10240,10922,-864,0,17,24703,29060,1,0,0,0,1,0,0,0,0,0,0,11,0,0
236,1977148,47991,10557,10922,317,0,17,24670,29056,0,0,0,0,1,0,0,0,0,0,0,11,0,2
237,1988070,48008,10759,10922,202,0,17,24637,29052,0,0,0,0,1,0,0,0,0,0,0,11,0,0
238,1998992,47319,10846,10922,87,-29,17,24604,29048,0,0,0,0,1,0,0,0,0,0,0,11,0,0
239,2009914,46630,10818,10922,-28,-29,17,24571,29044,0,0,0,0,0,11,0,0,0,0,0,11,0,0
240,2020836,45941,10675,10922,-143,-29,17,24538,29040,0,0,0,0,0,11,0,0,0,0,0,11,0,0
241,2031758,45252,10417,10922,-258,-29,17,24505,29036,0,0,0,0,0,11,0,0,0,0,0,11,0,0
242,2042680,44563,10240,10922,-373,-29,0,24472,29032,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
243,2053602,43857,10311,10922,71,-29,0,24439,29028,0,0,0,0,0,11,0,0,0,0,0,32767,0,0
244,2064524,43392,10267,10771,-44,0,0,24407,29024,0,0,0,0,0,11,0,0,0,0,0,32767,0,0
245,2075370,43392,10240,10695,-159,0,0,24375,29020,1,0,0,0,0,11,0,0,0,0,0,32767,0,0
